"date","campaign","sessions","ad.cost","ad.clicks","impressions"
2014-09-24,"Categoria Search - Sepelios - Mapfre",58,22.19,43,1769
2014-09-24,"Categorias Search - Mapfre - Hogar 24",16,16.05,13,138
2014-09-24,"Categorias Search - Mapfre Autos",55,53.01,51,920
2014-09-24,"Categorias Search - Mapfre Fondo Universitario",46,53.14,41,823
2014-09-24,"Categorias Search - Mapfre SCTR",53,18.87,63,709
2014-09-24,"Categorias Search - SOAT",122,97.91,119,2028
2014-09-24,"Competencia Search - Mapfre - Hogar 24",9,23.83,13,2110
2014-09-24,"Competencia Search - Mapfre Fondo Universitario",2,4.17,5,367
2014-09-24,"Competencia Search - Mapfre Sctr",14,5.18,14,80
2014-09-24,"Competencia Search - SOAT",28,17.63,23,273
2014-09-24,"Competencia Search - Sepelios - Mapfre",9,6.39,8,418
2014-09-24,"Display Hogar - Mapfre - Hogar 24",41,2.04,30,12981
2014-09-24,"Display I - Mapfre Fondo Universitario",392,100.16,561,536543
2014-09-24,"Display II - Mapfre Fondo Universitario",0,0,0,81
2014-09-25,"(not set)",2,0,0,0
2014-09-25,"Brand Search - Fondo universitario",2,1.92,4,20
2014-09-25,"Brand Search - Mapfre - Hogar 24",16,2.62,10,67
2014-09-25,"Brand Search - Mapfre Autos",201,54.81,228,1625
2014-09-25,"Brand Search - Mapfre SCTR",11,0.55,11,24
2014-09-25,"Brand Search - Mapfre Trebol Salud",23,9.52,26,113
2014-09-25,"Brand Search - Sepelios - Mapfre",32,10.16,27,214
2014-09-25,"Brand Search - Soat",30,18.98,28,87
2014-09-25,"Categoria Search - Mapfre Trebol Salud",39,47.7,35,250
2014-09-25,"Categoria Search - Sepelios - Mapfre",34,20.12,37,1483
2014-09-25,"Categorias Search - Mapfre - Hogar 24",16,10.31,9,152
2014-09-25,"Categorias Search - Mapfre Autos",39,57.39,48,925
2014-09-25,"Categorias Search - Mapfre Fondo Universitario",23,51.18,34,666
2014-09-25,"Categorias Search - Mapfre SCTR",68,19.11,68,769
2014-09-25,"Categorias Search - SOAT",124,100.38,120,2233
2014-09-25,"Competencia Search - Mapfre - Hogar 24",16,23.59,13,1623
2014-09-25,"Competencia Search - Mapfre Fondo Universitario",2,2.87,3,430
2014-09-25,"Competencia Search - Mapfre Sctr",2,2.12,7,65
2014-09-25,"Competencia Search - SOAT",5,6.34,7,205
2014-09-25,"Competencia Search - Sepelios - Mapfre",14,6.38,9,386
2014-09-25,"Display Hogar - Mapfre - Hogar 24",105,10.15,119,71051
2014-09-25,"Display I - Mapfre Fondo Universitario",880,267.38,1301,956211
2014-09-25,"Display II - Mapfre Fondo Universitario",0,0,0,70
2014-09-26,"(not set)",5,0,0,0
2014-09-26,"Brand Search - Fondo universitario",7,2.01,6,25
2014-09-26,"Brand Search - Mapfre - Hogar 24",11,4.2,6,71
2014-09-26,"Brand Search - Mapfre Autos",268,60.82,237,1458
2014-09-26,"Brand Search - Mapfre SCTR",18,1.65,15,25
2014-09-26,"Brand Search - Mapfre Trebol Salud",11,6.31,16,98
2014-09-26,"Brand Search - Sepelios - Mapfre",18,10.15,24,255
2014-09-26,"Brand Search - Soat",21,9.2,20,52
2014-09-26,"Categoria Search - Mapfre Trebol Salud",25,42.56,27,319
2014-09-26,"Categoria Search - Sepelios - Mapfre",34,14.09,27,1047
2014-09-26,"Categorias Search - Mapfre - Hogar 24",7,6.23,5,170
2014-09-26,"Categorias Search - Mapfre Autos",46,45.87,46,759
2014-09-26,"Categorias Search - Mapfre Fondo Universitario",59,75.04,59,845
2014-09-26,"Categorias Search - Mapfre SCTR",50,11.38,41,669
2014-09-26,"Categorias Search - SOAT",64,68.09,79,1750
2014-09-26,"Competencia Search - Mapfre - Hogar 24",11,31.54,15,2082
2014-09-26,"Competencia Search - Mapfre Fondo Universitario",0,4.27,4,291
2014-09-26,"Competencia Search - Mapfre Sctr",11,1.31,6,86
2014-09-26,"Competencia Search - SOAT",21,16.04,18,252
2014-09-26,"Competencia Search - Sepelios - Mapfre",9,6.44,8,326
2014-09-26,"Display Hogar - Mapfre - Hogar 24",117,8.54,96,57339
2014-09-26,"Display I - Mapfre Fondo Universitario",711,241.12,1180,833135
2014-09-26,"Display II - Mapfre Fondo Universitario",0,0,0,60
2014-09-27,"Brand Search - Fondo universitario",2,0.5,1,10
2014-09-27,"Brand Search - Mapfre - Hogar 24",0,0.84,2,30
2014-09-27,"Brand Search - Mapfre Autos",142,32.88,155,856
2014-09-27,"Brand Search - Mapfre SCTR",5,0.51,4,8
2014-09-27,"Brand Search - Mapfre Trebol Salud",5,1.5,5,37
2014-09-27,"Brand Search - Sepelios - Mapfre",11,5.69,11,178
2014-09-27,"Brand Search - Soat",5,6.47,10,39
2014-09-27,"Categoria Search - Mapfre Trebol Salud",7,12.4,9,145
2014-09-27,"Categoria Search - Sepelios - Mapfre",5,1.46,3,263
2014-09-27,"Categorias Search - Mapfre - Hogar 24",2,5.03,4,143
2014-09-27,"Categorias Search - Mapfre Autos",37,24.7,26,402
2014-09-27,"Categorias Search - Mapfre Fondo Universitario",37,39.29,29,440
2014-09-27,"Categorias Search - Mapfre SCTR",20,7.82,25,280
2014-09-27,"Categorias Search - SOAT",44,41.47,47,1236
2014-09-27,"Competencia Search - Mapfre - Hogar 24",16,31.61,16,1446
2014-09-27,"Competencia Search - Mapfre Fondo Universitario",5,1.82,2,129
2014-09-27,"Competencia Search - Mapfre Sctr",5,0.83,2,21
2014-09-27,"Competencia Search - SOAT",23,17.97,18,216
2014-09-27,"Competencia Search - Sepelios - Mapfre",7,7.16,9,299
2014-09-27,"Display I - Mapfre Fondo Universitario",929,267.99,1376,963888
2014-09-27,"Display II - Mapfre Fondo Universitario",0,0,0,42
2014-09-28,"Brand Search - Fondo universitario",0,0.43,1,1
2014-09-28,"Brand Search - Mapfre - Hogar 24",2,1.37,2,20
2014-09-28,"Brand Search - Mapfre Autos",101,21.88,95,659
2014-09-28,"Brand Search - Mapfre SCTR",2,0.14,1,4
2014-09-28,"Brand Search - Mapfre Trebol Salud",2,1.1,3,22
2014-09-28,"Brand Search - Sepelios - Mapfre",30,8.01,18,225
2014-09-28,"Categoria Search - Mapfre Trebol Salud",5,14.08,8,167
2014-09-28,"Categoria Search - Sepelios - Mapfre",2,1.37,4,249
2014-09-28,"Categorias Search - Mapfre - Hogar 24",11,8.53,10,180
2014-09-28,"Categorias Search - Mapfre Autos",44,24.86,28,470
2014-09-28,"Categorias Search - Mapfre Fondo Universitario",9,28.65,19,439
2014-09-28,"Categorias Search - Mapfre SCTR",64,17.18,49,321
2014-09-28,"Categorias Search - SOAT",9,0,0,0
2014-09-28,"Competencia Search - Mapfre - Hogar 24",11,29,15,1392
2014-09-28,"Competencia Search - Mapfre Fondo Universitario",2,2.91,2,116
2014-09-28,"Competencia Search - Mapfre Sctr",0,0,0,18
2014-09-28,"Competencia Search - Sepelios - Mapfre",7,4.43,9,384
2014-09-28,"Display Hogar - Mapfre - Hogar 24",5,0,0,0
2014-09-28,"Display I - Mapfre Fondo Universitario",876,269.07,1361,908768
2014-09-28,"Display II - Mapfre Fondo Universitario",0,0,0,104
2014-09-29,"Brand Search - Fondo universitario",0,1.2,3,12
2014-09-29,"Brand Search - Mapfre - Hogar 24",2,5.01,6,47
2014-09-29,"Brand Search - Mapfre Autos",18,88.67,263,2240
2014-09-29,"Brand Search - Mapfre SCTR",16,1.68,13,30
2014-09-29,"Brand Search - Mapfre Trebol Salud",23,6.24,18,89
2014-09-29,"Brand Search - Sepelios - Mapfre",39,10.69,30,263
2014-09-29,"Brand Search - Soat",60,20.64,52,313
2014-09-29,"Categoria Search - Mapfre Trebol Salud",46,80.86,50,374
2014-09-29,"Categoria Search - Sepelios - Mapfre",34,22.38,36,1567
2014-09-29,"Categorias Search - Mapfre - Hogar 24",0,16.22,13,212
2014-09-29,"Categorias Search - Mapfre Autos",2,64.62,62,1018
2014-09-29,"Categorias Search - Mapfre Fondo Universitario",16,19.46,21,345
2014-09-29,"Categorias Search - Mapfre SCTR",71,19.71,74,796
2014-09-29,"Categorias Search - SOAT",96,84.13,96,2361
2014-09-29,"Competencia Search - Mapfre - Hogar 24",0,4.36,2,613
2014-09-29,"Competencia Search - Mapfre Fondo Universitario",0,2.29,2,158
2014-09-29,"Competencia Search - Mapfre Sctr",11,5.17,18,104
2014-09-29,"Competencia Search - SOAT",32,38.78,41,417
2014-09-29,"Competencia Search - Sepelios - Mapfre",14,11.01,16,421
2014-09-29,"Display Hogar - Mapfre - Hogar 24",5,0,0,0
2014-09-29,"Display I - Mapfre Fondo Universitario",355,112.56,565,538152
2014-09-29,"Display II - Mapfre Fondo Universitario",0,0,0,1
2014-09-30,"Brand Search - Fondo universitario",5,1.45,4,20
2014-09-30,"Brand Search - Mapfre - Hogar 24",2,3.37,7,52
2014-09-30,"Brand Search - Mapfre Autos",23,95.52,253,2239
2014-09-30,"Brand Search - Mapfre SCTR",32,3.69,21,38
2014-09-30,"Brand Search - Mapfre Trebol Salud",16,4.17,14,66
2014-09-30,"Brand Search - Sepelios - Mapfre",28,6.24,14,201
2014-09-30,"Brand Search - Soat",46,17.9,40,265
2014-09-30,"Categoria Search - Mapfre Trebol Salud",50,66.64,41,348
2014-09-30,"Categoria Search - Sepelios - Mapfre",55,27.28,45,1633
2014-09-30,"Categorias Search - Mapfre - Hogar 24",2,10.9,9,219
2014-09-30,"Categorias Search - Mapfre Autos",5,71.06,68,975
2014-09-30,"Categorias Search - Mapfre Fondo Universitario",53,39.39,37,722
2014-09-30,"Categorias Search - Mapfre SCTR",81,21.58,75,915
2014-09-30,"Categorias Search - SOAT",104,87.98,96,2190
2014-09-30,"Competencia Search - Mapfre Fondo Universitario",0,2.08,3,335
2014-09-30,"Competencia Search - Mapfre Sctr",9,2.47,8,93
2014-09-30,"Competencia Search - SOAT",28,24.24,27,396
2014-09-30,"Competencia Search - Sepelios - Mapfre",9,6.21,11,553
2014-09-30,"Display I - Mapfre Fondo Universitario",610,180.78,912,808287
2014-10-01,"Brand Search - Fondo universitario",7,2.96,7,18
2014-10-01,"Brand Search - Mapfre - Hogar 24",2,0.78,3,50
2014-10-01,"Brand Search - Mapfre Autos",16,82.15,236,2209
2014-10-01,"Brand Search - Mapfre SCTR",21,2.24,19,24
2014-10-01,"Brand Search - Mapfre Trebol Salud",30,7.7,23,80
2014-10-01,"Brand Search - Sepelios - Mapfre",25,6.71,15,191
2014-10-01,"Brand Search - Soat",71,15.77,64,246
2014-10-01,"Categoria Search - Mapfre Trebol Salud",57,72.43,53,392
2014-10-01,"Categoria Search - Sepelios - Mapfre",35,23.18,38,1566
2014-10-01,"Categorias Search - Mapfre - Hogar 24",2,8.31,7,189
2014-10-01,"Categorias Search - Mapfre Autos",5,58.86,57,908
2014-10-01,"Categorias Search - Mapfre Fondo Universitario",34,40.91,40,581
2014-10-01,"Categorias Search - Mapfre SCTR",46,14.49,52,771
2014-10-01,"Categorias Search - SOAT",117,83.67,104,2024
2014-10-01,"Competencia Search - Mapfre Fondo Universitario",2,1.36,2,362
2014-10-01,"Competencia Search - Mapfre Sctr",7,2.58,8,69
2014-10-01,"Competencia Search - SOAT",41,33.6,37,343
2014-10-01,"Competencia Search - Sepelios - Mapfre",9,5.63,6,537
2014-10-01,"Display I - Mapfre Fondo Universitario",553,168.09,874,638217
2014-10-02,"Brand Search - Fondo universitario",7,2.12,6,24
2014-10-02,"Brand Search - Mapfre - Hogar 24",5,1.43,3,41
2014-10-02,"Brand Search - Mapfre Autos",105,25.24,96,690
2014-10-02,"Brand Search - Mapfre SCTR",9,0.79,13,26
2014-10-02,"Brand Search - Mapfre Trebol Salud",28,10.36,28,121
2014-10-02,"Brand Search - Sepelios - Mapfre",28,9.29,23,207
2014-10-02,"Brand Search - Soat",32,10.27,41,160
2014-10-02,"Categoria Search - Mapfre Trebol Salud",21,58.74,35,336
2014-10-02,"Categoria Search - Sepelios - Mapfre",37,18.53,34,1881
2014-10-02,"Categorias Search - Mapfre - Hogar 24",0,2.65,3,135
2014-10-02,"Categorias Search - Mapfre Autos",25,24.28,25,403
2014-10-02,"Categorias Search - Mapfre Fondo Universitario",37,40.62,39,705
2014-10-02,"Categorias Search - Mapfre SCTR",41,14.24,51,676
2014-10-02,"Categorias Search - SOAT",85,78.76,99,1832
2014-10-02,"Competencia Search - Mapfre Fondo Universitario",0,3.22,2,340
2014-10-02,"Competencia Search - Mapfre Sctr",2,2.24,8,68
2014-10-02,"Competencia Search - SOAT",25,18.87,23,285
2014-10-02,"Competencia Search - Sepelios - Mapfre",7,4.28,5,374
2014-10-02,"Display I - Mapfre Fondo Universitario",539,156.52,783,396420
2014-10-03,"Brand Search - Fondo universitario",7,1.8,5,14
2014-10-03,"Brand Search - Mapfre - Hogar 24",7,3.74,6,62
2014-10-03,"Brand Search - Mapfre Autos",222,51.22,229,1485
2014-10-03,"Brand Search - Mapfre SCTR",11,0.87,13,31
2014-10-03,"Brand Search - Mapfre Trebol Salud",21,7.86,22,58
2014-10-03,"Brand Search - Sepelios - Mapfre",25,5.82,17,233
2014-10-03,"Brand Search - Soat",25,8.1,28,103
2014-10-03,"Categoria Search - Mapfre Trebol Salud",39,46.04,31,359
2014-10-03,"Categoria Search - Sepelios - Mapfre",25,17.09,30,1219
2014-10-03,"Categorias Search - Mapfre - Hogar 24",9,6.12,7,189
2014-10-03,"Categorias Search - Mapfre Autos",71,53.83,60,705
2014-10-03,"Categorias Search - Mapfre Fondo Universitario",44,48.09,46,615
2014-10-03,"Categorias Search - Mapfre SCTR",48,12.8,46,611
2014-10-03,"Categorias Search - SOAT",83,76.08,88,1776
2014-10-03,"Competencia Search - Mapfre Fondo Universitario",7,7.05,6,279
2014-10-03,"Competencia Search - Mapfre Sctr",5,1.45,5,87
2014-10-03,"Competencia Search - SOAT",46,37.83,42,321
2014-10-03,"Competencia Search - Sepelios - Mapfre",9,4.23,6,372
2014-10-03,"Display Hogar - Mapfre - Hogar 24",2,0,0,0
2014-10-03,"Display I - Mapfre Fondo Universitario",523,151.41,844,496938
2014-10-04,"Brand Search - Fondo universitario",2,0.57,1,10
2014-10-04,"Brand Search - Mapfre - Hogar 24",0,1.08,2,40
2014-10-04,"Brand Search - Mapfre Autos",140,28.94,129,869
2014-10-04,"Brand Search - Mapfre SCTR",2,0.46,5,11
2014-10-04,"Brand Search - Mapfre Trebol Salud",16,4.48,12,56
2014-10-04,"Brand Search - Sepelios - Mapfre",11,8.73,23,197
2014-10-04,"Brand Search - Soat",21,4.97,15,38
2014-10-04,"Categoria Search - Mapfre Trebol Salud",30,35.09,25,195
2014-10-04,"Categoria Search - Sepelios - Mapfre",2,5.39,9,312
2014-10-04,"Categorias Search - Mapfre - Hogar 24",5,6.43,6,147
2014-10-04,"Categorias Search - Mapfre Autos",27,23.79,25,436
2014-10-04,"Categorias Search - Mapfre Fondo Universitario",28,26.09,20,380
2014-10-04,"Categorias Search - Mapfre SCTR",30,8.89,30,273
2014-10-04,"Categorias Search - SOAT",66,58.19,71,1260
2014-10-04,"Competencia Search - Mapfre Fondo Universitario",0,1.74,1,145
2014-10-04,"Competencia Search - Mapfre Sctr",0,0,0,19
2014-10-04,"Competencia Search - SOAT",28,24.07,25,202
2014-10-04,"Competencia Search - Sepelios - Mapfre",9,2.35,3,286
2014-10-04,"Display Hogar - Mapfre - Hogar 24",9,0,0,0
2014-10-04,"Display I - Mapfre Fondo Universitario",534,152,898,465745
2014-10-05,"Brand Search - Fondo universitario",5,0.82,3,9
2014-10-05,"Brand Search - Mapfre - Hogar 24",5,0.63,2,23
2014-10-05,"Brand Search - Mapfre Autos",53,14.3,56,488
2014-10-05,"Brand Search - Mapfre SCTR",2,0.23,2,4
2014-10-05,"Brand Search - Mapfre Trebol Salud",2,0.84,2,23
2014-10-05,"Brand Search - Sepelios - Mapfre",23,4.41,14,163
2014-10-05,"Categoria Search - Mapfre Trebol Salud",14,29.89,21,142
2014-10-05,"Categoria Search - Sepelios - Mapfre",7,6.71,9,170
2014-10-05,"Categorias Search - Mapfre - Hogar 24",7,4.73,4,99
2014-10-05,"Categorias Search - Mapfre Autos",34,34.4,34,343
2014-10-05,"Categorias Search - Mapfre Fondo Universitario",13,18.84,13,277
2014-10-05,"Categorias Search - Mapfre SCTR",9,4.48,14,136
2014-10-05,"Categorias Search - SOAT",9,0,0,0
2014-10-05,"Competencia Search - Mapfre Fondo Universitario",0,1.6,2,159
2014-10-05,"Competencia Search - Mapfre Sctr",0,0,0,2
2014-10-05,"Competencia Search - Sepelios - Mapfre",5,4.05,5,208
2014-10-05,"Display Hogar - Mapfre - Hogar 24",5,0,0,0
2014-10-05,"Display I - Mapfre Fondo Universitario",559,150.92,880,475824
2014-10-06,"Brand Search - Fondo universitario",11,3.15,7,25
2014-10-06,"Brand Search - Mapfre - Hogar 24",2,2.45,4,51
2014-10-06,"Brand Search - Mapfre Autos",238,53.84,207,1594
2014-10-06,"Brand Search - Mapfre SCTR",9,0.94,14,33
2014-10-06,"Brand Search - Mapfre Trebol Salud",39,8.45,23,73
2014-10-06,"Brand Search - Sepelios - Mapfre",28,10.08,33,273
2014-10-06,"Brand Search - Soat",39,8.06,31,78
2014-10-06,"Categoria Search - Mapfre Trebol Salud",32,49.09,34,332
2014-10-06,"Categoria Search - Sepelios - Mapfre",18,16.11,26,1392
2014-10-06,"Categorias Search - Mapfre - Hogar 24",7,15.03,14,234
2014-10-06,"Categorias Search - Mapfre Autos",55,49.18,49,695
2014-10-06,"Categorias Search - Mapfre Fondo Universitario",39,47.67,38,724
2014-10-06,"Categorias Search - Mapfre SCTR",60,12.35,45,702
2014-10-06,"Categorias Search - SOAT",131,102.44,116,2315
2014-10-06,"Competencia Search - Mapfre Fondo Universitario",7,6.06,6,360
2014-10-06,"Competencia Search - Mapfre Sctr",7,2.46,6,74
2014-10-06,"Competencia Search - SOAT",46,33.07,39,364
2014-10-06,"Competencia Search - Sepelios - Mapfre",0,1.83,2,351
2014-10-06,"Display I - Mapfre Fondo Universitario",454,132.32,716,386066
2014-10-07,"Brand Search - Fondo universitario",11,3.59,8,21
2014-10-07,"Brand Search - Mapfre - Hogar 24",2,4.39,5,75
2014-10-07,"Brand Search - Mapfre Autos",160,47.34,158,1591
2014-10-07,"Brand Search - Mapfre SCTR",37,1.88,24,41
2014-10-07,"Brand Search - Mapfre Trebol Salud",16,3.62,12,64
2014-10-07,"Brand Search - Sepelios - Mapfre",30,9.69,28,241
2014-10-07,"Brand Search - Soat",37,5,24,78
2014-10-07,"Categoria Search - Mapfre Trebol Salud",30,20.7,24,385
2014-10-07,"Categoria Search - Sepelios - Mapfre",27,18.32,28,1251
2014-10-07,"Categorias Search - Mapfre - Hogar 24",11,12.25,12,222
2014-10-07,"Categorias Search - Mapfre Autos",46,44.36,44,740
2014-10-07,"Categorias Search - Mapfre Fondo Universitario",32,40.89,41,814
2014-10-07,"Categorias Search - Mapfre SCTR",75,19.27,69,749
2014-10-07,"Categorias Search - SOAT",91,82.4,97,2081
2014-10-07,"Competencia Search - Mapfre Fondo Universitario",2,4.03,3,334
2014-10-07,"Competencia Search - Mapfre Sctr",16,4.23,14,91
2014-10-07,"Competencia Search - SOAT",30,23.1,27,370
2014-10-07,"Competencia Search - Sepelios - Mapfre",11,10.31,13,382
2014-10-07,"Display I - Mapfre Fondo Universitario",532,129.77,868,532717
2014-10-08,"Brand Search - Fondo universitario",0,0.45,1,14
2014-10-08,"Brand Search - Mapfre - Hogar 24",0,0.39,1,23
2014-10-08,"Brand Search - Mapfre Autos",62,19.01,76,670
2014-10-08,"Brand Search - Mapfre SCTR",0,0.05,1,3
2014-10-08,"Brand Search - Mapfre Trebol Salud",2,6.48,14,28
2014-10-08,"Brand Search - Sepelios - Mapfre",20,5.68,14,223
2014-10-08,"Brand Search - Soat",7,6.65,11,39
2014-10-08,"Categoria Search - Mapfre Trebol Salud",18,10.29,13,193
2014-10-08,"Categoria Search - Sepelios - Mapfre",16,10.38,24,1258
2014-10-08,"Categorias Search - Mapfre - Hogar 24",2,3.5,3,182
2014-10-08,"Categorias Search - Mapfre Autos",23,23.75,24,489
2014-10-08,"Categorias Search - Mapfre Fondo Universitario",21,37.2,28,537
2014-10-08,"Categorias Search - Mapfre SCTR",20,8.24,26,313
2014-10-08,"Categorias Search - SOAT",41,37.86,43,1288
2014-10-08,"Competencia Search - Mapfre Fondo Universitario",9,4.25,3,294
2014-10-08,"Competencia Search - Mapfre Sctr",0,0.19,1,25
2014-10-08,"Competencia Search - SOAT",18,11.5,13,166
2014-10-08,"Competencia Search - Sepelios - Mapfre",16,11.78,16,327
2014-10-08,"Display I - Mapfre Fondo Universitario",532,128.3,885,498587
2014-10-09,"Brand Search - Fondo universitario",7,2.01,6,23
2014-10-09,"Brand Search - Mapfre - Hogar 24",2,3.27,4,79
2014-10-09,"Brand Search - Mapfre Autos",193,53.46,190,1564
2014-10-09,"Brand Search - Mapfre SCTR",11,0.7,11,28
2014-10-09,"Brand Search - Mapfre Trebol Salud",9,6.77,21,102
2014-10-09,"Brand Search - Sepelios - Mapfre",21,7.22,22,259
2014-10-09,"Brand Search - Soat",32,16.95,37,115
2014-10-09,"Categoria Search - Mapfre Trebol Salud",16,19.5,22,371
2014-10-09,"Categoria Search - Sepelios - Mapfre",37,22.68,42,1434
2014-10-09,"Categorias Search - Mapfre - Hogar 24",11,12.97,10,169
2014-10-09,"Categorias Search - Mapfre Autos",41,28.04,31,705
2014-10-09,"Categorias Search - Mapfre Fondo Universitario",28,58.2,41,908
2014-10-09,"Categorias Search - Mapfre SCTR",69,18.93,73,817
2014-10-09,"Categorias Search - SOAT",88,90.81,97,2378
2014-10-09,"Competencia Search - Mapfre Fondo Universitario",7,7.18,6,452
2014-10-09,"Competencia Search - Mapfre Sctr",7,1.78,6,72
2014-10-09,"Competencia Search - SOAT",34,28.11,32,345
2014-10-09,"Competencia Search - Sepelios - Mapfre",7,4.3,6,442
2014-10-09,"Display I - Mapfre Fondo Universitario",371,91.31,622,369557
2014-10-10,"Brand Search - Fondo universitario",2,1.74,4,21
2014-10-10,"Brand Search - Mapfre Autos",179,58.08,193,1482
2014-10-10,"Brand Search - Mapfre SCTR",18,0.85,21,26
2014-10-10,"Brand Search - Mapfre Trebol Salud",23,6.89,19,65
2014-10-10,"Brand Search - Sepelios - Mapfre",18,7.09,23,259
2014-10-10,"Brand Search - Soat",32,13.86,30,88
2014-10-10,"Categoria Search - Mapfre Trebol Salud",21,16.78,22,305
2014-10-10,"Categoria Search - Sepelios - Mapfre",32,16.41,28,1177
2014-10-10,"Categorias Search - Mapfre Autos",50,40.45,42,691
2014-10-10,"Categorias Search - Mapfre Fondo Universitario",41,62.95,50,829
2014-10-10,"Categorias Search - Mapfre SCTR",73,21.22,65,676
2014-10-10,"Categorias Search - SOAT",96,78,93,1673
2014-10-10,"Competencia Search - Mapfre Fondo Universitario",9,8,6,403
2014-10-10,"Competencia Search - Mapfre Sctr",7,2.7,8,62
